Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00   32767/32767       void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [128]
[125]    0.0    0.00    0.00   32767         void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [125]
                0.00    0.00   32767/32767       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [120]
-----------------------------------------------
                0.00    0.00   32767/32767       void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [128]
[126]    0.0    0.00    0.00   32767         void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [126]
                0.00    0.00   32767/65534       std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [89]
                0.00    0.00   32767/32767       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [121]
-----------------------------------------------
                0.00    0.00   32767/32767       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [121]
[127]    0.0    0.00    0.00   32767         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [127]
                0.00    0.00   32767/32767       std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [124]
-----------------------------------------------
                0.00    0.00   32767/32767       std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [195]
[128]    0.0    0.00    0.00   32767         void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [128]
                0.00    0.00   32767/32767       std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [129]
                0.00    0.00   32767/32767       void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [126]
                0.00    0.00   32767/198305      std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [41]
                0.00    0.00   32767/32767       void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [125]
-----------------------------------------------
                0.00    0.00   32767/32767       void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [128]
[129]    0.0    0.00    0.00   32767         std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [129]
-----------------------------------------------
                0.00    0.00       1/20033       std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [266]
                0.00    0.00      16/20033       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [205]
                0.00    0.00   20016/20033       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [132]
[130]    0.0    0.00    0.00   20033         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [130]
-----------------------------------------------
                0.00    0.00   20016/20016       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [133]
[131]    0.0    0.00    0.00   20016         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [131]
                0.00    0.00   40032/80064       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [73]
-----------------------------------------------
                0.00    0.00   20016/20016       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [133]
[132]    0.0    0.00    0.00   20016         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [132]
                0.00    0.00   80064/140067      std::vector<int, std::allocator<int> >::size() const [50]
                0.00    0.00   40032/40032       std::vector<int, std::allocator<int> >::max_size() const [103]
                0.00    0.00   20016/20033       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [130]
-----------------------------------------------
                0.00    0.00   20016/20016       std::vector<int, std::allocator<int> >::push_back(int const&) [117]
[133]    0.0    0.00    0.00   20016         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [133]
                0.00    0.00   40032/40032       std::vector<int, std::allocator<int> >::_S_use_relocate() [106]
                0.00    0.00   40032/212808      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [39]
                0.00    0.00   40032/80064       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [73]
                0.00    0.00   40032/40032       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [104]
                0.00    0.00   20016/20016       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [132]
                0.00    0.00   20016/20016       std::vector<int, std::allocator<int> >::begin() [135]
                0.00    0.00   20016/20016       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [131]
                0.00    0.00   20016/80020       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [76]
                0.00    0.00   20016/180016      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [43]
                0.00    0.00   20016/40000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [116]
                0.00    0.00   20016/132788      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [51]
-----------------------------------------------
                0.00    0.00   20016/20016       std::vector<int, std::allocator<int> >::push_back(int const&) [117]
[134]    0.0    0.00    0.00   20016         std::vector<int, std::allocator<int> >::end() [134]
                0.00    0.00   20016/40032       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [102]
-----------------------------------------------
                0.00    0.00   20016/20016       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [133]
[135]    0.0    0.00    0.00   20016         std::vector<int, std::allocator<int> >::begin() [135]
                0.00    0.00   20016/40032       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [102]
-----------------------------------------------
                0.00    0.00   20003/20003       std::allocator<int>::allocator() [137]
[136]    0.0    0.00    0.00   20003         __gnu_cxx::new_allocator<int>::new_allocator() [136]
-----------------------------------------------
                0.00    0.00       2/20003       Graph::kosaraju() [2]
                0.00    0.00   20001/20003       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [143]
[137]    0.0    0.00    0.00   20003         std::allocator<int>::allocator() [137]
                0.00    0.00   20003/20003       __gnu_cxx::new_allocator<int>::new_allocator() [136]
-----------------------------------------------
                0.00    0.00   20001/20001       std::allocator<std::_List_node<int> >::allocator() [141]
[138]    0.0    0.00    0.00   20001         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [138]
-----------------------------------------------
                0.00    0.00   20001/20001       std::allocator<std::_List_node<int> >::~allocator() [142]
[139]    0.0    0.00    0.00   20001         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [139]
-----------------------------------------------
                0.00    0.00   20001/20001       main [1]
[140]    0.0    0.00    0.00   20001         bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [140]
                0.00    0.00   40002/40066       __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [98]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [146]
[141]    0.0    0.00    0.00   20001         std::allocator<std::_List_node<int> >::allocator() [141]
                0.00    0.00   20001/20001       __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [138]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [147]
[142]    0.0    0.00    0.00   20001         std::allocator<std::_List_node<int> >::~allocator() [142]
                0.00    0.00   20001/20001       __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [139]
-----------------------------------------------
                0.00    0.00   20001/20001       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [144]
[143]    0.0    0.00    0.00   20001         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [143]
                0.00    0.00   20001/20003       std::allocator<int>::allocator() [137]
                0.00    0.00   20001/80005       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [80]
-----------------------------------------------
                0.00    0.00   20001/20001       std::vector<int, std::allocator<int> >::vector() [145]
[144]    0.0    0.00    0.00   20001         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [144]
                0.00    0.00   20001/20001       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [143]
-----------------------------------------------
                0.00    0.00   20001/20001       Graph::kosaraju() [2]
[145]    0.0    0.00    0.00   20001         std::vector<int, std::allocator<int> >::vector() [145]
                0.00    0.00   20001/20001       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [144]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [149]
[146]    0.0    0.00    0.00   20001         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [146]
                0.00    0.00   20001/20001       std::allocator<std::_List_node<int> >::allocator() [141]
                0.00    0.00   20001/20001       std::__detail::_List_node_header::_List_node_header() [154]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [150]
[147]    0.0    0.00    0.00   20001         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [147]
                0.00    0.00   20001/20001       std::allocator<std::_List_node<int> >::~allocator() [142]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [150]
[148]    0.0    0.00    0.00   20001         std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [148]
                0.00    0.00   20000/80000       std::_List_node<int>::_M_valptr() [85]
                0.00    0.00   20000/40000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [118]
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [170]
                0.00    0.00   20000/20000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [175]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::list<int, std::allocator<int> >::list() [151]
[149]    0.0    0.00    0.00   20001         std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [149]
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [146]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::list<int, std::allocator<int> >::~list() [152]
[150]    0.0    0.00    0.00   20001         std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [150]
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [148]
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [147]
-----------------------------------------------
                0.00    0.00   20001/20001       void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [155]
[151]    0.0    0.00    0.00   20001         std::__cxx11::list<int, std::allocator<int> >::list() [151]
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [149]
-----------------------------------------------
                0.00    0.00   20001/20001       void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [156]
[152]    0.0    0.00    0.00   20001         std::__cxx11::list<int, std::allocator<int> >::~list() [152]
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [150]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__detail::_List_node_header::_List_node_header() [154]
[153]    0.0    0.00    0.00   20001         std::__detail::_List_node_header::_M_init() [153]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [146]
[154]    0.0    0.00    0.00   20001         std::__detail::_List_node_header::_List_node_header() [154]
                0.00    0.00   20001/20001       std::__detail::_List_node_header::_M_init() [153]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [297]
[155]    0.0    0.00    0.00   20001         void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [155]
                0.00    0.00   20001/172770      operator new(unsigned long, void*) [46]
                0.00    0.00   20001/20001       std::__cxx11::list<int, std::allocator<int> >::list() [151]
-----------------------------------------------
                0.00    0.00   20001/20001       void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [275]
[156]    0.0    0.00    0.00   20001         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [156]
                0.00    0.00   20001/20001       std::__cxx11::list<int, std::allocator<int> >::~list() [152]
-----------------------------------------------
                0.00    0.00   20000/20000       main [1]
[157]    0.0    0.00    0.00   20000         Graph::addEdge(int, int) [157]
                0.00    0.00   20000/60000       std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [95]
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [178]
-----------------------------------------------
                0.00    0.00   20000/20000       std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [169]
[158]    0.0    0.00    0.00   20000         __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [158]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [170]
[159]    0.0    0.00    0.00   20000         void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [159]
-----------------------------------------------
                0.00    0.00   20000/20000       std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [171]
[160]    0.0    0.00    0.00   20000         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [160]
                0.00    0.00   20000/20000       __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [164]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [172]
[161]    0.0    0.00    0.00   20000         void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [161]
                0.00    0.00   20000/180016      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [43]
                0.00    0.00   20000/172770      operator new(unsigned long, void*) [46]
-----------------------------------------------
                0.00    0.00   20000/20000       main [1]
[162]    0.0    0.00    0.00   20000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [162]
-----------------------------------------------
                0.00    0.00   20000/20000       main [1]
[163]    0.0    0.00    0.00   20000         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [163]
-----------------------------------------------
                0.00    0.00   20000/20000       __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [160]
[164]    0.0    0.00    0.00   20000         __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [164]
-----------------------------------------------
                0.00    0.00   20000/20000       main [1]
[165]    0.0    0.00    0.00   20000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [165]
-----------------------------------------------
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [176]
[166]    0.0    0.00    0.00   20000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [166]
                0.00    0.00   20000/20000       std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [179]
-----------------------------------------------
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [176]
[167]    0.0    0.00    0.00   20000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [167]
-----------------------------------------------
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [176]
[168]    0.0    0.00    0.00   20000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [168]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [175]
[169]    0.0    0.00    0.00   20000         std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [169]
                0.00    0.00   20000/20000       __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [158]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [148]
[170]    0.0    0.00    0.00   20000         void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [170]
                0.00    0.00   20000/20000       void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [159]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [173]
[171]    0.0    0.00    0.00   20000         std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [171]
                0.00    0.00   20000/20000       __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [160]
-----------------------------------------------
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [176]
[172]    0.0    0.00    0.00   20000         void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [172]
                0.00    0.00   20000/180016      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [43]
                0.00    0.00   20000/20000       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [161]
-----------------------------------------------
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [176]
[173]    0.0    0.00    0.00   20000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [173]
                0.00    0.00   20000/20000       std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [171]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [177]
[174]    0.0    0.00    0.00   20000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [174]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [148]
[175]    0.0    0.00    0.00   20000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [175]
                0.00    0.00   20000/20000       std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [169]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [177]
[176]    0.0    0.00    0.00   20000         std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [176]
                0.00    0.00   20000/20000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [173]
                0.00    0.00   20000/40000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [118]
                0.00    0.00   20000/180016      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [43]
                0.00    0.00   20000/20000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [166]
                0.00    0.00   20000/80000       std::_List_node<int>::_M_valptr() [85]
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [172]
                0.00    0.00   20000/20000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [168]
                0.00    0.00   20000/20000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [167]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [178]
[177]    0.0    0.00    0.00   20000         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [177]
                0.00    0.00   20000/180016      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [43]
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [176]
                0.00    0.00   20000/20000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [174]
-----------------------------------------------
                0.00    0.00   20000/20000       Graph::addEdge(int, int) [157]
[178]    0.0    0.00    0.00   20000         std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [178]
                0.00    0.00   20000/60000       std::__cxx11::list<int, std::allocator<int> >::end() [96]
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [177]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [166]
[179]    0.0    0.00    0.00   20000         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [179]
-----------------------------------------------
                0.00    0.00      96/96          std::vector<int, std::allocator<int> >* std::__relocate_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [194]
[180]    0.0    0.00    0.00      96         std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*) [180]
-----------------------------------------------
                0.00    0.00      64/64          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [205]
[181]    0.0    0.00    0.00      64         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [181]
-----------------------------------------------
                0.00    0.00      18/52          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [198]
                0.00    0.00      34/52          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [185]
[182]    0.0    0.00    0.00      52         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [182]
-----------------------------------------------
                0.00    0.00       2/37          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [13]
                0.00    0.00       3/37          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [8]
